relative_path,category,extension,size_bytes,size_human,modified_utc,hash_type,hash_value,cad_version_code,cad_version_label,pdf_pages,image_width,image_height,zip_entries,zip_uncompressed_bytes,risk_flags,zip_extension_counts,zip_suspicious_entries
20260710223037/shading/Colmap/images/1783693868.564275.png,Image,.png,970263,947.52 KB,2026-07-20T15:22:42+00:00,sha256-full,4465f19fc1e4d6aa3276ef5ae27bcec75a82fe39b4c987db6e443cf44f345462,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694026.459303.png,Image,.png,1412121,1.35 MB,2026-07-20T15:26:48+00:00,sha256-full,5333f7e16ed1035876ac70bcf9e63089bf12cd597d6dfe47f6ac3e3a734ebfe9,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693975.404460.png,Image,.png,1253657,1.20 MB,2026-07-20T15:25:24+00:00,sha256-full,43f5a420bf7f696ecea3edf071d1dce456f2ff3c208c3017b2d5395001c99893,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694006.019485.png,Image,.png,1163457,1.11 MB,2026-07-20T15:26:15+00:00,sha256-full,6829a17a7ab58b157c246312985135ad7f7836293e9a3bc6983d5304725fc825,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693849.284815.png,Image,.png,1430259,1.36 MB,2026-07-20T15:22:08+00:00,sha256-full,f2b7e64e00ea69ca68570a23a0bc6f28b0799f33e2fa94b42c409b71921ec299,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693960.409339.png,Image,.png,1160786,1.11 MB,2026-07-20T15:24:59+00:00,sha256-full,9201a8004141db6e73ec611c2a450f9bb3ffd9413095681a851491e9ec087a40,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693860.798919.png,Image,.png,1145456,1.09 MB,2026-07-20T15:22:29+00:00,sha256-full,8f1aa2b19bd8beab015ec59f57612108f268c7db551327819bb5b0da69a1acb0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693958.891985.png,Image,.png,1190182,1.14 MB,2026-07-20T15:24:56+00:00,sha256-full,ab587e58f56acffdf8cca8011e6e7abc6412e8f7e4002e101ef5216c72e6df1b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694038.776677.png,Image,.png,1009632,985.97 KB,2026-07-20T15:27:11+00:00,sha256-full,3e46236179d0b56a968f018c1bf578dbcdf7ee0fa4d5d9e35c6939736e450d2e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693946.753072.png,Image,.png,1115617,1.06 MB,2026-07-20T15:24:36+00:00,sha256-full,bec943f9c11ee71652a38fbdaf3cacdb202ca81f3c48591d03332426a5e7f1fd,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693911.496690.png,Image,.png,1099184,1.05 MB,2026-07-20T15:23:43+00:00,sha256-full,18e9470c2d33ff4efe5ae80afa45060b24f04f94d32cb63f02f212bd413462f8,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693903.285108.png,Image,.png,1283531,1.22 MB,2026-07-20T15:23:32+00:00,sha256-full,27aba9037640eabe8b119b1de73b7e22c0b39a2d752e3e8d5bc9e1f8e854512c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693876.954370.png,Image,.png,1339107,1.28 MB,2026-07-20T15:22:54+00:00,sha256-full,d0926f90a152cb1bc7d9b9d8942609b945f36db0126d88c823d7958ddf3d1dee,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694090.634793.png,Image,.png,1423253,1.36 MB,2026-07-20T15:28:37+00:00,sha256-full,d105f8940600b9f6710fb9f20952a337a2967ec58590239c2b730e041bc5575a,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693994.059097.png,Image,.png,1126121,1.07 MB,2026-07-20T15:25:57+00:00,sha256-full,37dc036f503cc6f8b6dd313c792da50420885344f4bddf991bd7be0759b5ed3f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693917.566144.png,Image,.png,1489781,1.42 MB,2026-07-20T15:23:52+00:00,sha256-full,1317d5e691a0c21c0ddf9e42f0e8bae7b15ac9dcea1b7e25ffa3cf7b3721fee6,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693961.926703.png,Image,.png,1205560,1.15 MB,2026-07-20T15:25:02+00:00,sha256-full,2656141cbb5c69f1e341c5c7f79a8bdad1cc4c42d644367fe22e8f8664fb4650,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693859.817143.png,Image,.png,1186349,1.13 MB,2026-07-20T15:22:27+00:00,sha256-full,b210f1073be8e2491cdd368a482ae50f0324fa1f0c82a705edfb054a7a74304b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694017.444365.png,Image,.png,1223527,1.17 MB,2026-07-20T15:26:32+00:00,sha256-full,f443731b5e6c80b6daf3dfc0f6235d18a20f2d01429172d71bd046f7ddfda86b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694031.189860.png,Image,.png,1375430,1.31 MB,2026-07-20T15:27:00+00:00,sha256-full,c034f80e66a339c3fd3eff05c5ef8405f103f947a7ed27b64ad81fec8891f826,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693950.501850.png,Image,.png,1354366,1.29 MB,2026-07-20T15:24:43+00:00,sha256-full,e08180e3a1fcc5516f07328264dfde1ce0cdbbc5bff8bfd169b4e834a8e2df40,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693934.346397.png,Image,.png,1077733,1.03 MB,2026-07-20T15:24:17+00:00,sha256-full,bafcb3e092d0f644d8cd5e59a4ce5687ccc195a878feb01b8086f7bfbc9bd517,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693847.231913.png,Image,.png,1419939,1.35 MB,2026-07-20T15:22:05+00:00,sha256-full,3065f60943c8403608aceb1f4da7d89f90d5e5c3270331459667c57c3f6f0ae4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694005.394689.png,Image,.png,1158887,1.11 MB,2026-07-20T15:26:14+00:00,sha256-full,dc7218b10e427ddf3dd5e2192edc9961f35e59562e25d446e5c20fdd9bec795d,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693959.516771.png,Image,.png,1160194,1.11 MB,2026-07-20T15:24:59+00:00,sha256-full,e854c214af055e9557731a72a2c6cc79a5b829b4d75fbfa39be716163549c6f7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693844.197186.png,Image,.png,1392875,1.33 MB,2026-07-20T15:21:59+00:00,sha256-full,6bbda3c9b55c9a91146006a8ab454dbd6a59fedaca7989ae294941e083fa4e0e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693982.634246.png,Image,.png,1298909,1.24 MB,2026-07-20T15:25:36+00:00,sha256-full,4dda4957bbe080b4db6753ecb122488293d937e5df8c41509501ba73d58714c4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693916.316736.png,Image,.png,1191787,1.14 MB,2026-07-20T15:23:50+00:00,sha256-full,3ed444384e7e7c6538b38b7df7ec8cd3741f3d13ad908f9b3bdd966da21b183b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694087.064526.png,Image,.png,1404396,1.34 MB,2026-07-20T15:28:29+00:00,sha256-full,16178d89a396245c2a782724b92471e6c1770eea5f0fca254f8747f325c02d47,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694021.639401.png,Image,.png,1363791,1.30 MB,2026-07-20T15:26:41+00:00,sha256-full,9b978dd0ad3d9c7fc0096f62854ee7029391924d29229385e9914b7940653a2c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694011.464295.png,Image,.png,1142677,1.09 MB,2026-07-20T15:26:23+00:00,sha256-full,8c8cae82f1b887d6059db3eca1ee5a98f9f6807968ba885c63d76c46f4c48fb9,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693883.202352.png,Image,.png,1214960,1.16 MB,2026-07-20T15:23:05+00:00,sha256-full,9a68a0a29a06a25168c6276d3931a85f511b985490de92304a1606165bcbff21,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693965.586222.png,Image,.png,902506,881.35 KB,2026-07-20T15:25:08+00:00,sha256-full,5a435b17fc0ba2864943c5f9622b2f10c6888e4adaae2949086fcdb2322f45e4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693857.139396.png,Image,.png,1275765,1.22 MB,2026-07-20T15:22:23+00:00,sha256-full,522c43d0533951ea3e6de19af0e59643aa56071a8f60b67e939b7db38b91094c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693910.604125.png,Image,.png,817931,798.76 KB,2026-07-20T15:23:42+00:00,sha256-full,f7dc629a9fc7194df60d3d0b39713999d4419ad5c6f48994984662a5c9c1034c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693988.614441.png,Image,.png,1322185,1.26 MB,2026-07-20T15:25:46+00:00,sha256-full,294fc512e659322b282bac91827de7478216759dc27d4f085b7116b5b2a23d8c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694070.819821.png,Image,.png,1335260,1.27 MB,2026-07-20T15:28:01+00:00,sha256-full,18566268af1623aac53ee607ed6919b87954b4c6db89700fca94cc8c2a05bcc4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693848.124519.png,Image,.png,1442283,1.38 MB,2026-07-20T15:22:08+00:00,sha256-full,6cfb65aa26babcb3e17f112c0e5a2ef69e02ad87eec85ef1a12a1c2d1e48ea3e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694060.287533.png,Image,.png,1391816,1.33 MB,2026-07-20T15:27:44+00:00,sha256-full,ed7ecf739b7a4c4a48d549a95a5dc92433366d5a8d6977c0714948fff3a56e0b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693976.029252.png,Image,.png,1200433,1.14 MB,2026-07-20T15:25:24+00:00,sha256-full,02c6998a034618b41aeaa297f180900ad398c913627bd01c1fedd71f6ff52838,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694074.747108.png,Image,.png,1224910,1.17 MB,2026-07-20T15:28:08+00:00,sha256-full,cf77355b901be5315b9ed9d378308024f68e969ee2943e11afab0b4b8d5c026c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694059.751990.png,Image,.png,1383431,1.32 MB,2026-07-20T15:27:42+00:00,sha256-full,246f4de0c97a77cb5a7bca110d0a4abe90feaf74c7a00b293588bc8a05a2ce8b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693900.339613.png,Image,.png,1327472,1.27 MB,2026-07-20T15:23:27+00:00,sha256-full,7be1f672998feb3e0dc5a7bb50db4750017e2e4a0119b14d58898d3e829e34bb,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694008.161650.png,Image,.png,1180248,1.13 MB,2026-07-20T15:26:17+00:00,sha256-full,73e03ebe5259dc41234b3b1460f30aeb94862942ae6ecd99836f8cbf93c81374,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693970.584660.png,Image,.png,1392510,1.33 MB,2026-07-20T15:25:15+00:00,sha256-full,58962fe035445f6b0cc52040157493dcf7fa8d844043247244680d8c81b3357e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694033.332020.png,Image,.png,1220200,1.16 MB,2026-07-20T15:27:02+00:00,sha256-full,e9126025213dde0f2262cd8662ee22a0974026f3232553acdf07885a96a7627b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693970.316826.png,Image,.png,1414903,1.35 MB,2026-07-20T15:25:16+00:00,sha256-full,cfc7b8f0d539f8efa835a2397734e67b71c043d1196f754978b82a2b364eb1ce,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693997.004564.png,Image,.png,1042402,1017.97 KB,2026-07-20T15:26:01+00:00,sha256-full,8162a234b7893129ac07b481a53c2b9222393d7a2a629660e9e3e9c79118a912,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694063.590026.png,Image,.png,1381517,1.32 MB,2026-07-20T15:27:50+00:00,sha256-full,309fb6681980cb4f81d374af436c7544e5c51ecf37ea6e9d456c5a30b0d2bc06,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694001.824452.png,Image,.png,1178112,1.12 MB,2026-07-20T15:26:08+00:00,sha256-full,bc21d6ee0b4c1752d94447b6b3143e97a08d7fb81aafadaf15654464ceaee9ba,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694051.629634.png,Image,.png,745155,727.69 KB,2026-07-20T15:27:30+00:00,sha256-full,713c9a7f4c43638fac0842323aab1023af189dcbadd5d8c492e492e0582fb58c,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693942.468750.png,Image,.png,1261690,1.20 MB,2026-07-20T15:24:31+00:00,sha256-full,0a1e6c27213d74d943e10c6e41becf91db1028dcc30da355153ac280c9ab6fb2,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694040.561812.png,Image,.png,1299606,1.24 MB,2026-07-20T15:27:15+00:00,sha256-full,6bbf448c55de61b9b077bd60a74dd9ba6bd1c64b46b867e54e0c26833901f1a4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694003.609597.png,Image,.png,1181516,1.13 MB,2026-07-20T15:26:10+00:00,sha256-full,0ace3f5f94c1310663559a0f9e1ebf04907d619e8d472d836fe6ef19a6c89e75,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693995.844364.png,Image,.png,1059957,1.01 MB,2026-07-20T15:26:00+00:00,sha256-full,d7d708ced439e91864c8c181489bdf4d86506a39df5dec9c98b6a2c1e23f3ab4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693909.443788.png,Image,.png,977619,954.71 KB,2026-07-20T15:23:40+00:00,sha256-full,92d2197d0b90b37caddfc8dc24df672bad829ca0ccbc94ed58e7d9147b594a36,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693987.989642.png,Image,.png,1387474,1.32 MB,2026-07-20T15:25:50+00:00,sha256-full,e825edd0b79416e323e91c30a583d847091278a95e300d45e981d6d5fb1cebd7,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693989.507038.png,Image,.png,1428541,1.36 MB,2026-07-20T15:25:52+00:00,sha256-full,61ff3c91b54e41b13bab0ca8a383ce5151f1f20e4d0d5da1bc2b4e46b86197a9,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694074.390116.png,Image,.png,1330804,1.27 MB,2026-07-20T15:28:08+00:00,sha256-full,8c2adfa96de67b44cb86473df6abc0b1ded5b4c952df657a6a083d5c2c034419,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693895.519758.png,Image,.png,1174385,1.12 MB,2026-07-20T15:23:19+00:00,sha256-full,73bf4363a95f48b75e1d6447eaf9c7e0521a9e78db9bc9f59c3c8575af8e3190,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693896.680087.png,Image,.png,1219485,1.16 MB,2026-07-20T15:23:21+00:00,sha256-full,b3215fcc5b59ee8607a42d2b1ab60af7ae7102d3b72be457e1d270c8b8ccf8e0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694017.979877.png,Image,.png,1298174,1.24 MB,2026-07-20T15:26:35+00:00,sha256-full,bfa575dc42f065af6f0596d20a9994d9d2d673cc2c4eeac1d6c18a461c9b702b,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693962.819267.png,Image,.png,1253886,1.20 MB,2026-07-20T15:25:02+00:00,sha256-full,d3ed9e1be2a87ee6f91331453335a72f0ee979e2696075cda0d463f631c437f8,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694078.317374.png,Image,.png,1387754,1.32 MB,2026-07-20T15:28:14+00:00,sha256-full,e354b21d1e291b7a3854045cb6550760b68f17a8188464ffb3f2179c835c7225,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693972.726755.png,Image,.png,1152955,1.10 MB,2026-07-20T15:25:19+00:00,sha256-full,35a1ab92a9a47d6a3d9f6c7df571d3e55df94b454305ec411e31b7cacb3ebc00,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694072.337177.png,Image,.png,1244714,1.19 MB,2026-07-20T15:28:05+00:00,sha256-full,206a433b899f0cc22eabf687de227eeb4fca97063f34fff91c2ce7fc2e3a4c9f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693924.438907.png,Image,.png,1127944,1.08 MB,2026-07-20T15:24:04+00:00,sha256-full,b96641c604887e4bed675b1ff17759c3d40acf17b51a53ad20a0bf7750b510fa,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693933.096802.png,Image,.png,1107462,1.06 MB,2026-07-20T15:24:16+00:00,sha256-full,b515a92b07f74eb1ca40c7c25536596e0a8ea1beb2b1b4f9dcaa643f9b0e8b37,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693926.224044.png,Image,.png,1023964,999.96 KB,2026-07-20T15:24:06+00:00,sha256-full,18bd0fc908dbbdf0cc4dcea6bd3111d23ae591667d7602155f137019c28aa497,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693940.058823.png,Image,.png,1218740,1.16 MB,2026-07-20T15:24:27+00:00,sha256-full,fedad94ff04c9830ffbc847162ad9d12babc45247bf879192ac60a1717fde75f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694036.902287.png,Image,.png,1179507,1.12 MB,2026-07-20T15:27:08+00:00,sha256-full,7062cf361bcb494e8823f02d573d750ca978d95e8187fbc8add4c505120edd50,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693879.899837.png,Image,.png,1337952,1.28 MB,2026-07-20T15:22:58+00:00,sha256-full,91db1980cdfb71b05a5068060d916ff49e38946524b333cb459ee09b417f4f18,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693990.131803.png,Image,.png,1414405,1.35 MB,2026-07-20T15:25:52+00:00,sha256-full,95e9eeeb4acf641b66821051335c3832cf1dad50f217df1141f46ef9ccfe0928,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694072.604950.png,Image,.png,1151577,1.10 MB,2026-07-20T15:28:05+00:00,sha256-full,c481ecf7b5408ac69639a7458efa27547c41e54cbcf7b49f8eb2849b7e71d6b0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693931.043899.png,Image,.png,1054914,1.01 MB,2026-07-20T15:24:12+00:00,sha256-full,21da52dddb3841e536f8665aa4ff57d582de045c673171203b89f999f2a00642,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694013.249303.png,Image,.png,1184295,1.13 MB,2026-07-20T15:26:26+00:00,sha256-full,fedb33df2935b0c7ae7bedfa723610736e18f640f05535b22d5aa863ac50d3d0,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694053.147100.png,Image,.png,640838,625.82 KB,2026-07-20T15:27:33+00:00,sha256-full,ee05f94414a14554fb829965c21e0bd06da07c85124383b41231e01b3f6230d3,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694011.107115.png,Image,.png,1197022,1.14 MB,2026-07-20T15:26:22+00:00,sha256-full,3092ed0a0a371a9192dc917ae6067545f2e6eb663c3c0282cda10c2505c3d7c4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693884.987465.png,Image,.png,1110628,1.06 MB,2026-07-20T15:23:07+00:00,sha256-full,68f31abdd24b8a0824ac9197ee7a91d487cf9caa2b131707a09a9868b11b0fca,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694001.199627.png,Image,.png,1200321,1.14 MB,2026-07-20T15:26:08+00:00,sha256-full,305d94fa0a29ed483b18c0ca55d9715b12196514db55e2f17193a49a65057ccf,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694028.779931.png,Image,.png,1461424,1.39 MB,2026-07-20T15:26:53+00:00,sha256-full,1c34856c8383e10d47d6880bb5e9793cb1eddbd06e6d5ce79f964b3ce5f6823e,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694066.892531.png,Image,.png,1317106,1.26 MB,2026-07-20T15:27:55+00:00,sha256-full,8b7f69753bc36cb528e590cfdf91e2a2e8fbdcbe277cb599f9cc790d2dd21317,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693930.419105.png,Image,.png,1031089,1006.92 KB,2026-07-20T15:24:12+00:00,sha256-full,226d7e541014243ad0e4fd34d99cc6506b725b333b231e4b0fd63cf742f7ef95,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693917.833914.png,Image,.png,1505636,1.44 MB,2026-07-20T15:23:54+00:00,sha256-full,7875b523089d763b627da00f792f50aa8da9335e5d43ce83ccdfb2b66d5d786f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694034.849385.png,Image,.png,1188616,1.13 MB,2026-07-20T15:27:04+00:00,sha256-full,9040bb8b11d1bf14e7f57b4229845f695fc070624cf1379560ee9ecad51449d4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694069.927248.png,Image,.png,1297978,1.24 MB,2026-07-20T15:28:00+00:00,sha256-full,8aea2b537eb4418a6431a754bdd92f1d333fdd3d05fcb02e9fdea0f541da3826,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693998.254162.png,Image,.png,1084605,1.03 MB,2026-07-20T15:26:03+00:00,sha256-full,c164040d3d44519c66f6ac2d8edb172f69ed71abd8972dcb901474b301c7dd87,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694048.059370.png,Image,.png,884561,863.83 KB,2026-07-20T15:27:26+00:00,sha256-full,ecfd29f758a162435a24411cdf320a0dffb3a156c4d3c13a7fa79a77aab693ea,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694070.195096.png,Image,.png,1183001,1.13 MB,2026-07-20T15:28:00+00:00,sha256-full,95e91846f3dd8452d9367b9a4856eaee6f22fa4b8413208bc16a20bdb21bcdb5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693955.321711.png,Image,.png,1310731,1.25 MB,2026-07-20T15:24:52+00:00,sha256-full,cede90382e5c5654e092a9850d08d81b69ca287a4eaaac82fa0bba20a0b7748a,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693858.031964.png,Image,.png,1256575,1.20 MB,2026-07-20T15:22:24+00:00,sha256-full,85b294bf5b1b4b53d7a1a574f2c98cf1641f705327882a8a691a7f81c63a71fe,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693855.443525.png,Image,.png,1296760,1.24 MB,2026-07-20T15:22:20+00:00,sha256-full,068f08fd075afd5edec517deaed38d321741f17393e6ac7b027dceeae3d880a5,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693926.581067.png,Image,.png,1009592,985.93 KB,2026-07-20T15:24:07+00:00,sha256-full,dd53f0cffaa9b2c9fe77b26c71537ee53f70c1ba8178396020a910ad727aeaac,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693995.487200.png,Image,.png,1067694,1.02 MB,2026-07-20T15:25:59+00:00,sha256-full,4d6ddffec77f3dc990702892f9db4697913e3820cdf46d0c70511a3a8b2ca71f,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693926.848836.png,Image,.png,970209,947.47 KB,2026-07-20T15:24:07+00:00,sha256-full,dcb1eca5323557a8a15e081f6165bfe856f747ad4e2aeb8dbf258d6c98f69aaf,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693876.597388.png,Image,.png,1353876,1.29 MB,2026-07-20T15:22:54+00:00,sha256-full,0ea01e2c0f919081b1b504e69ab211d1791c002fee54f58dc826fe7e55f670d4,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783694036.634517.png,Image,.png,1164569,1.11 MB,2026-07-20T15:27:07+00:00,sha256-full,29c4cf4bf814c7c60a6cd10326040b4a539bd9db118cb9f2bd09a78fa6831e02,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
20260710223037/shading/Colmap/images/1783693881.684969.png,Image,.png,1272401,1.21 MB,2026-07-20T15:23:02+00:00,sha256-full,3dba3f300db953fa21aaf9285e2a0144291dbc36ab6b70331674342b119c1352,,,,1000,750,,,multiple_extensions;do_not_commit_publicly,{},
